categorie;nom_recette;ingredients;preparation;nb_etape
entree;Terrine de foie gras (micro-ondes);['1 Foie gras de 500 g ', '2 cuillère à soupe de Monbazillac (ou du Porto blanc) ', '3 g de sel  ', 'Poivre  ', 'Gros sel pour trempage ']; Tremper le foie gras entier dans un saladier rempli d'eau avec 2 cuillères à soupe de gros sel pendant une heure.  Epongez-le.  Dénervez-le (2 nerfs dans le gros lobe et 1 dans le petit) c'est un jeu d'enfant. Salez, poivrez.  Placez-le dans une terrine (mieux vaut une trop petite que trop grande). Rajouter l'alcool. Laisser mariner au moins 1 heure au frais.  Retirez-l'alcool et laissez le foie reposer à température ambiante avant de la faire cuire.  Cuisezle foie par tranche de 20 secondes. (1 foie de 400 g cuit environ 2 mn et 20 secondes). On peut compter environ 20 secondes pour 50 grammes. Pour vérifier la cuisson, plantez un couteau au centre du foie. Si la lame est tiède il est cuit.  Laissez 48 heures au froid avant de le déguster.  Succès assuré!!!;9
entree;Fromage de tête de porc maison;"['1 porc dégraissée ', '1 langue de porc ', '15 cl de vinaigre de vin  ', '10 cl de vin blanc sec  ', '1 bouquet de persil plat ', '6 échalote  ', 'Poivre concassé ', '1 bouquet garni  ', '1 oignon piqué de 2 clous de girofle ', '1 branche de céleri  ', ""1 gousse d'ail  "", '2 carotte émincées ', '1 poireau émincé ', 'Gros sel  ']"; Rincez bien la tête et la langue à l'eau fraîche. Laissez-les tremper 3 h dans de l'eau froide avec 10 cl de vinaigre.  Egouttez et rincez bien la tête et la langue, disposez-les dans une grande marmite. Couvrez largement d'eau froide, ajoutez les éléments du bouillon et une petite poignée de gros sel. Portez à ébullition en écumant, puis baissez le feu et laissez cuire 2 h à frémissements. Retirez les langues au bout d'1h30 de cuisson. 30 min après, égouttez la tête et désossez-la. Découpez la chair récupérée et les langues en petits dés. Dans une petite casserole, mettez le vin blanc, le reste de vinaigre et le poivre concassé, faites réduire de moitié à feu doux. Hachez le persil et les échalotes finement. Mélangez le tout dans une terrine ou un moule à cake (viandes, réduction de vin, persil et échalotes). Ajoutez un petit bol du bouillon de cuisson de la tête et mélangez bien. Laissez refroidir et réservez au frais au moins une nuit. Pour servir, démoulez ou non et découpez en tranches.;14
entree;Soupe froide de courgettes à la menthe et chèvre frais;"['1.5 kg de courgette (de préférence petites et fermes) ', '300 g de chèvre frais (type chavroux ou à la coupe) ', '1 bouquet de menthe fraîche (idéalement petite menthe proivrée) ', ""2 cuillère à soupe d'huile d'olive  "", 'Poivre  ', 'Sel  ']"; Laver et couper en morceaux grossiers les courgettes. Il n'est pas nécessaire de les éplucher. Les faire cuire à la vapeur 15 minutes. Elles doivent être cuites mais pas fondues. Les faire cuire à la vapeur 15 minutes. Elles doivent être cuites mais pas fondues. Les laisser refroidir. Une fois les courgettes froides, les mixer avec le chèvre frais, les feuilles de menthe, l'huile d'olive. Saler, poivrer selon votre goût.La soupe doit être lisse et fluide. Elle peut être déliée avec un peu d'eau selon le goût.Servir froid.;4
entree;soupe de betterave chaude;"['500 g de betterave cuite ', '4 pomme de terre moyenne ', ""1 cube de bouillon de volaille pour 50 cl d'eau "", '4 portion de fromage fondu type kiri ', 'Poivre  ', 'Sel  ']"; Éplucher, couper les pommes de terre et les betteraves. Les faire cuire dans le bouillon de volaille. Saler poivrer. Une fois le tout cuit, mixer et rajouter le fromage fondu et c'est prêt!;3
entree;Escargots de Bourgogne;"['500 g de beurre  ', '15 g de sel  ', '1 g de poivre  ', '53 g de persil haché très fin ', ""27 g d'ail haché très fin "", ""13 g d'échalote hachée finement ""]";" Bien égoutter dans une passoire les escargots (achetés en boîte de conserve), de préférence taille ""moyenne"". Laisser ramollir le beurre à température ambiante... Une fois le beurre ramolli, incorporer le persil et mélanger avec une cuillère ou une fourchette. Ajouter l'ail et l'échalote, et bien mélanger à nouveau Ajouter le sel et le poivre, et bien mélanger à nouveau. Une fois les escargots égouttés, les mettre dans des coquilles et les farcir avec ce beurre. Ensuite, les mettre dans un plat. Préchauffer le four à 180°C (Th 6). Une fois le four bien chaud, enfourner le plat et laisser chauffer jusqu'à frémissement du beurre (environ 10 min).";7
entree;Tarte au potimarron toute simple;['1 pâte brisée  ', '2 potimarron moyens ', '4 oeuf ou 5 petits ', '25 cl de crème légère liquide ', 'Parmesan ou fromage italien râpé (facultatif) ', 'Muscade  ', 'Poivre  ', 'Sel  ']; Préchauffer le four à 200°C (thermostat 6-7). Peler, vider de ses graines et faire cuire le potimarron environ 25 minutes dans de l'eau portée à ébullition. Pendant ce temps, étaler la pâte brisée et tapisser un moule à tarte. Séparer les jaunes et les blancs d'oeufs. Dans une jatte, battre les jaunes avec la crème, rajouter une petite pincée de noix de muscade, sel et poivre. Dans un autre récipient, monter les blancs en neige ferme. Quand le potimarron est cuit, le verser dans une passoire et l'égoutter. L'ajouter au mélange jaune d'oeufs + crème (rajouter le fromage râpé s'il y en a) et vérifier l'assaisonnement. Incorporer délicatement les blancs montés en neige au mélange potimarron, oeufs et crème et le verser sur la pâte brisée. Mettre au four pendant 30 minutes et surveiller la cuisson.;9
entree;Terrine de chevreuil;"['500 g de chevreuil  ', '500 g de porc  ', '20 g de sel  ', '2 g de poivre  ', 'Pain  ', '2 oeuf  ', ""10 cl d'armagnac  "", 'Laurier  ', 'Thym  ', 'Genièvre  ', ""100 g de farine et un peu d'eau ""]"; Le 'secret' de toute terrine est la quantité de sel et de poivre. Sachez qu'il faut 20g de sel et 2g de poivre par kilogramme de préparation. Hachez la viande de chevreuil et la gorge de porc. Si vous avez un hachoir à main, terminez avec de la mie de pain pour bien vider le hachoir. Salez, poivrez, mélangez les oeufs et l'armagnac. Disposez la préparation dans une terrine, disposez dessus le thym, le laurier et quelques grains de genièvre. Mélangez la farine avec un peu d'eau pour former une pâte élastique. Déposez cette pâte sur le pourtours de la terrine, cette pâte servira de joint lors de la cuisson. Couvrez la terrine de son couvercle et placez au four au bain-marie 45 minutes minimum, à thermostat 7/8.;4
entree;Brick chèvre, miel et romarin;['4 feuille de brick  ', '4 fromage de chèvre  ', '8 cuillère à soupe de miel de Provence ', 'Romarin  ']; Préchauffez le four à 150°C (thermostat 5). Etalez au pinceau l'equivalent de deux cuillères de miel sur toute la surface de la feuille de brick. Parsemez de romarin, mettre un fromage de chèvre au milieu, remettre du romarin sur le fromage et pliez la feuille de brick. Procedez de la même façon pour les autres bricks. Disposez dans un plat (sans ajout de matière grasse) et enfournez 8 minutes en retournant à mi-cuisson. Mangez chaud, accompagné d'une salade de jeunes pousses et d'épinard.;6
entree;Salade de chou-fleur aux oeufs;"['1 chou-fleur bien serré ', '4 tomate  ', '5 oeuf durs ', '12 olive verte  ', '1 bouquet de cerfeuil  ', '1 citron  ', '1 cuillère à café de moutarde  ', ""3 cuillère à soupe d'huile  "", '1 cuillère à soupe de vinaigre  ', 'Poivre  ', 'Sel  ']"; Couper le trognon du chou et les côtes trop épaisses des feuilles. Le détailler en bouquets. Avec un verre d'eau et une pincée de sel, le faire cuire 4 minutes à la cocotte, à partir de la rotation de la soupape. Sortir le chou-fleur du panier et le laisser refroidir. Laver et détailler les tomates et les 3 oeufs en quartiers. Les mélanger avec les bouquets de chou-fleur, les olives et le cerfeuil dans un saladier. Préparer la vinaigrette en émulsionnant l'huile avec le vinaigre, la moutarde et le jus de citron. En arroser la salade. Ecraser les 2 oeufs restants et les répartir sur la salade.;5
entree;salade grecque très rapide;"['1 poivron vert (ou plus selon les goûts) ', '1 poivron rouge  ', '3 tomate moyennes ', '1 concombre  ', 'Olives noires  ', 'Citron  ', ""Huile d'olive  "", 'Basilic (frais ou déshydraté) ', '1 pincée de poivre et de sel ', 'Feta  ']"; - Commencez par éplucher les poivrons (attention avec le poivron rouge: très tachant sur les mains et les habits!), puis épepinez-les et découpez-les en lamelles dans le sens de la longueur. - Lavez les tomates et coupez-les de la même façon que les poivrons. - Épluchez le concombre et coupez-le en petits dés. - Mettez les légumes dans un saladier, ajoutez les olives, noires de préférence, l'huile, le basilic, le sel et le poivre. - Réservez au frais pour donner du croquant aux poivrons. Bon appétit!  PS: le plus long est d'éplucher les poivrons donc si vous n'avez pas trop de temps, faites-vous aider!;7
entree;Friand jambon fromage;"['2 cuillère à soupe de beurre  ', '2 cuillère à soupe de farine  ', '2 verre de lait  ', 'Poivre  ', 'Sel  ', 'Paprika  ', '1 pâte feuilletée  ', '250 g de dés de jambon  ', '100 g de gruyère  ', ""1 jaune d'oeuf  ""]"; Préchauffez votre four à 180°, thermostat 6. Préparez une sauce béchamel: coupez le beurre en petit morceaux et le faire fondre dans une casserole. Ajoutez la farine en remuant continuellement. Salez, poivrez et ajouter du paprika (ou autre épice selon votre goût et votre placard à épices). Ajoutez le lait et remuez jusqu'à épaississement.  Lorsque la béchamel a pris, ajoutez hors du feu le gruyère puis les dés de jambon. Etalez votre pâte feuilletée. Faites 6 bandes dans la pâte (3 dans la hauteur et 3 dans la largeur). Remplissez avec la garniture. Fermez les feuilletés puis à l'aide d'une fourchette, soudez les bords. A l'aide d'un pinceau, badigeonnez les friands de jaune d'oeuf. Disposez-les sur une plaque de cuisson recouverte d'une feuille de papier sulfurisé. Enfournez jusqu'à ce que le friand soit doré (environ 15-20 min) et servez.;9
entree;Fromage de tête;['1/2 porc fraîche ', '1 veau coupé en trois ', '3 oignon  ', '1 bouquet garni  ', '1 l de vin blanc sec  ', '1 cuillère à soupe de gros sel  ', '10 poivre  ', '3 pincée de quatre-épices  ', '5 carotte  ', '2 clou de girofle  ', 'Persil  ', 'Ail  ']; Passez la tête sous l'eau froide et rincez la soigneusement. Epluchez les oignons et les carottes, coupez les en fines tranches. Mettez la 1/2 tête dans une cocotte minute ainsi que tous les ingrédients. Versez le vin blanc. Fermez la cocotte et cuisez 1h15. Désossez les viandes et coupez-les en morceaux.  Disposez dans une terrine avec les carottes, les oignons et du persil haché. Goûtez le bouillon et renforcez l'assaisonnement si nécessaire. Versez dans la terrine la quantité nécessaire pour recouvrir les viandes et laissez prendre au réfrigérateur au moins 24 heures.;5
entree;Terrine aux courgettes et au basilic;['1 kg de courgette  ', '20 cl de crème fraîche  ', '1 botte de basilic  ', '6 oeuf  ', 'Sel  ', 'Poivre  ']; Cuire les courgettes à la poêle dans un peu d'huile d'olive. Les essorer et les réserver. Mélanger les oeufs en omelettes avec crème fraîche, sel et poivre. Ajouter le basilic et les courgettes. Faire cuire dans un moule à cake (qui n'a pas besoin d'être beurré) au bain marie, à four assez chaud (thermostat 7/210°C) pendant 3/4 d'heure. Démouler.;4
entree;Salade de pommes de terre aux harengs fumés;"['4 feuille de salade (batavia, laitue ou iceberg) ', '300 g de pomme de terre  ', '1 échalote (""cuisse de poulet"") ', ""2 cornichon à l'aigre-doux "", '6 olives noires dénoyautées ', ""100 g d'hareng doux fumés au naturel "", '1 échalote ou oignons frits ', '1 cuillère à café de moutarde forte de Dijon ', '1 cuillère à soupe de crème fraîche liquide  ', '3 cuillère à café de vin banc sec ', '1/2 cuillère à café de coriandre en poudre ', ""2 cuillère à soupe d'huile d'olive  "", '1/2 cuillère à café de muscade  ', 'Poivre  ', 'Sel  ']";" Laver la salade et la couper en morceaux de taille moyenne. Cuire les pommes de terre (avec leur peau) 20 min à l'eau bouillante, laisser refroidir, éplucher, puis les couper en rondelles de 3 à 4 mm d'épaisseur. Eplucher et émincer l'échalote en fines rondelles, et les cornichons aussi. Couper chaque olive en 2 ou 3 morceaux, le hareng verticalement, en lanières d'1 cm de large. Mélanger intimement tous les ingrédients de la vinaigrette. Dans un saladier, mettre dans l'ordre : salade, échalote, pommes de terre, harengs, cornichons; napper le tout de vinaigrette et réserver au frais (20 à 30 min). Sortir la salade du réfrigérateur 10 min avant de la servir, décorer avec les olives et les oignons frits. Mélanger ""à table"" pour garder tout le croquant des oignons frits, et déguster !";6
entree;Salade de pommes de terre au thon;['500 g de pomme de terre  ', '400 g de thon au naturel ', '3 oeuf  ', '3 cornichon  ', '3 tomate  ', '1 cuillère à soupe de câpres  ', '1 cuillère à soupe de ketchup  ', '4 cuillère à soupe de mayonnaise  ', '1 cuillère à soupe de sauce worcestershire  ', 'Poivre  ', 'Sel  ']; Faire cuire les oeufs durs, 10 minutes. Faire cuire les pommes de terre à l'eau ou à la vapeur, environ 25 minutes. Les laisser refroidir. Laver et couper les tomates en quartiers. Emincer les cornichons en rondelles. Egoutter et émietter le thon. Ecaler les oeufs et les couper en rondelles. Peler et couper les pommes de terre en rondelles. Mélanger tous ces ingrédients délicatement. Mélanger la mayonnaise avec le ketchup, la sauce Worcestershire, du sel et du poivre. Ajouter les câpres et verser la sauce dans la salade. Remuer délicatement et servir.;7
entree;Salade Tunisienne cuite ( mechouia );"['2 poivron vert  ', '2 poivron rouge  ', '4 tomate  ', '1 oignon  ', '2 piment vert (selon leur force) ', ""4 gousse d'ail  "", '2 oeuf durs ', '1 boîte de thon en miette ', ""4 cuillère à soupe d'huile d'olive  "", 'Sel  ']"; Faire griller tous les légumes et l'ail au four en position grill. Retournez-les au fur et à mesure pour qu'ils sont bien grillés sur tous les côtés. Le truc de là-bas : quand ils sont bien grillés, mettez-les dans un sac plastique et laissez refroidir pour les peler très facilement. Retirez bien les pépins.  Coupez tous les ingrédients en très petits dés (hachoir, couteau). Mettre le tout dans un plat, mélangez-y l'huile, le sel. Enfin tranchez vos oeufs durs et émiettez le thon dessus.;2
entree;Maâkouda (galettes de pommes de terre marocaines);"['4 pomme de terre ou 6 moyennes ', '3 oeuf  ', ""2 gousse d'ail (selon les goûts) "", '1 cuillère à café de safran  ', '100 g de farine  ', 'Huile (pour friture) ', 'Persil  ', 'Sel  ', 'Poivre  ']"; Faire cuire les pommes de terre entières avec la peau dans de l'eau bouillante. Une fois cuites, les laisser refroidir puis les éplucher. Ecraser les pommes de terre de façon à obtenir une purée assez lisse sans trop de morceaux. Ajouter les œufs battus, le sel et le poivre, le safran, l'ail émincé finement et le persil haché. Bien mélanger le tout. Ensuite, à l'aide d'une cuillère ou à la main, former une boule de purée de taille moyenne. La rouler dans la farine puis l'aplatir pour former une galette. Dans une poêle, verser de l'huile à friture. Une fois chaude, y ajouter les galettes.  Laisser cuire 2 à 3 minutes de chaque côté de façon à obtenir une belle couleur dorée. Une fois cuites, placer les galettes sur du papier absorbant afin d'enlever l'excès de graisse. Servir avec une petite salade de tomates et d'olives par exemple. Bon appétit!;10
entree;Tarte aux épinards;"['1 pâte feuilletée tout prête ', ""1 grosse boîte d'épinard en conserve (branche ou haché peu importe) "", '3 oeuf  ', '150 g de gruyère râpé  ', '10 cl de crème fraîche liquide  ', 'Poivre  ', 'Sel  ']"; Préchauffer le four thermostat 7 (200°C).  Dérouler la pâte feuilletée et la mettre dans le moule. Piquer-la avec une fourchette.  Faire égoutter les épinards.  Puis les mettre dans un saladier, ajouter les œufs, la crème fraîche, le gruyère râpé sel et poivre.  Mettre la préparation obtenue dans le moule et parsemer de gruyère.  Faire cuire 25 à 30 min environ.  Bon appétit;7
entree;soupe au fenouil et à la courgette;['1 oignon  ', '1 fenouil  ', '2 courgette  ', '1 pomme de terre  ', '2 kiri  ']; Couper l'oignon et le fenouil en petits morceaux, et les faire revenir à feu doux pendant 10 min, dans une grande casserole.  Pendant ce temps, couper les courgettes et la pomme de terre(épluchée) en petits morceaux. Ajouter les morceaux de courgette et de pomme de terre, recouvrir le tout d'eau, et mettre un couvercle sur la casserole. Laisser cuire à feu moyen pendant 30 min.  Ajouter les kiris, puis mixer. Vous pouvez rajouter de la crème fraiche au moment de servir.;5
entree;Quiche lorraine de Sophie;['1 rouleau de pâte brisée  ', '3 oeuf  ', '250 g de crème fraîche  ', '150 g de lardons  ', 'Muscade  ', 'Poivre  ', 'Sel  ']; Pré-chauffer le four à 200°C (thermostat 6-7).Dérouler la pâte brisée et la placer dans un plat à tarte. Piquer le fond avec une fourchette. Faire dorer les lardons. Pendant ce temps, mélanger les oeufs battus et la crème fraîche. Une fois les lardons dorés, les mélanger à la préparation aux oeufs. Saler, poivrer, et ajouter la muscade selon votre convenance. Verser la préparation sur le fond de pâte. Mettre au four pendant 30 min.;7
entree;Salade marocaine;"['2 tomate  ', '1 concombre de taille moyenne ', '1 oignon  ', 'Persil plat ', 'Cumin  ', 'Paprika  ', '1 cuillère à soupe de citron  ', 'Sel  ', ""3 cuillère à soupe d'huile d'olive  ""]"; Lavez les légumes, épluchez les.  Détaillez les tomates en petits morceaux en gardant le jus et les pépins.  Coupez le concombre en dés (les plus petits possibles).  Hachez l'oignon très finement.  Préparez la sauce:  Faite une vinaigrette avec l'huile d'olive, le jus de citron et le sel.  Ajoutez du cumin et du paprika.  Mettez tous les légumes dans un plat creux, versez la quantité que vous jugez nécessaire de vinaigrette dessus et mélangez bien.  Mettez au réfrigérateur d'une part pour que les légumes s'imprègnent bien de la sauce et d'autre part car cette salade se sert assez froide.  Parsemez avant de servir de persil haché finement.;10
entree;Quiche aux asperges;['1 pâte brisée  ', '3 oeuf  ', '150 g de fromage blanc de campagne ', '50 g de crème fraîche  ', '50 g de gruyère râpé  ', 'Muscade  ', 'Asperge cuites, vertes de préférence ', 'Poivre  ', 'Sel  ']; Sur un fond de pâte brisée, étaler les asperges froides bien égouttées, et coupées en tronçons. Rajouter l'appareil à quiche.  Enfourner 35 mn à four chaud (d'abord 5 mn à Th 8 puis 30 mn à Th 7).;2
entree;Soupe glaçée de concombres à la menthe;['1 concombre  ', '10 cl de crème liquide  ', '3 yaourt  ', '1 cuillère à café de jus de citron  ', 'brin de menthe (une bonne poignée) ', 'Poivre (éventuellement curry pour ceux qui aiment) ', 'Sel  ']; Pelez et coupez en petits cubes le concombre. Ajoutez les 3 yaourts, la crème, les feuilles de menthe, le jus de citron, le sel et le poivre (et éventuellement le curry). Mixer le tout, mais pas trop fin. Placer la soupe au réfrigérateur toute une nuit. Servir le lendemain dans des grands verres, dans lesquels on ajoute quelques petits morceaux de concombres pour le craquant.;5
entree;salade de riz niçoise;"['250 g de riz  ', '150 g de thon nature ', '150 g de maïs  ', '4 tomate  ', '1/2 poivron vert  ', '1/2 poivron rouge  ', ""5 cuillère à soupe d'huile  "", '3 cuillère à soupe de vinaigre  ', '2 cuillère à soupe de nuoc mam  ', 'Poivre  ', 'Sel  ']"; * Cuire le riz. * Découper les tomates en petit dés, ainsi que les poivrons. * Egoutter le thon et le maïs. * Une fois le riz cuit, le refroidir à l'eau froide. * Dans un saladier, verser tout ces ingrédients: riz, tomates, poivrons, thon, maïs. * Ajouter la vinaigrette: 5 cuillères à soupe d'huile, 3 cuillères à soupe de vinaigre, 2 cuillères à soupe de nuoc man. * Saler et poivrer à votre goût.;7
entree;Crème brûlée au foie gras de canard;"['200 g de Foie gras frais ', '1 dl de crème entière ', '1/4 dl de lait  ', ""2 jaune d'oeuf  "", 'Poivre  ', 'Sel  ', 'Sucre  ', 'Sucre blanc mélangé aux 4 ou 5 épices chinoises ']"; 1) Chauffer le lait et la crème.  2) Blanchir les jaunes d'oeufs avec 10 g de sucre jusqu'à consistance mousseuse.  3) Verser le mélange lait-crème bouillant sur les jaunes, bien mélanger puis ajouter le foie gras coupé en cubes. Réduire au mixer.  4) Filtrer à l'aide d'une passoire et assaisonner de sel et poivre (bien poivrer). Verser la préparation dans de petits moules (mini ravier).  5) Cuire 20 à 25 mn au bain-marie, dans un four à 90°C .  6) Laisser refroidir et mettre au frais.  Finitions :  Juste avant de servir, saupoudrer de sucre aux épices et caraméliser au chalumeau. Attention car le moule chauffe (attendre encore 2-3 mn).;8
entree;Terrine de lotte;"[""600 g de lotte (1 kg si l'on veut une grosse terrine pour 8 - demander au poissonnier d'enlever les peaux) "", '6 oeuf (ou 8 si grosse terrine) ', '1 petite boîte de concentré de tomates  ', 'Poivre vert en grains ', 'Sel  ', 'Muscade  ', 'Quatre-épices  ', '2 citron  ']"; Mettre la lotte dans une cocotte contenant eau + sel + 2 jus de citrons. Faire chauffer jusqu'à ce que l'ensemble frémisse et laisser frissonner environ 20 min.  Sortir la lotte et la débarrasser des peaux qui restent. Détacher l'ensemble de l'arête centrale et partager en tronçons de 5 cm environ (ne surtout pas émietter). Laisser refroidir complètement. Dans une terrine, battre 1 oeuf entier avec tout le concentré de tomates puis ajouter les autres un à la fois.  Epicer. Mélanger à la lotte.  Beurrer largement un moule à cake. Remplir avec la préparation.  Mettre à four chaud (6 à 7 ou 210°C) dans un bain-marie.  Cuire pendant 40 à 45 min (sans couvercle).  Vérifier la cuisson avec une aiguille à tricoter. Laisser refroidir. Démouler. Placer 24 h au réfrigérateur.  Servir avec de la salade en chiffonnade et de la mayonnaise. On peut aussi ajouter oeufs durs, tomates, crevettes, rondelles de citron.;9
entree;Soupe de concombre minceur;['2 concombre  ', '200 g de feta  ', '400 g de yaourt nature 0% ', 'Menthe  ', 'Ail  ', 'Sel  ', 'Poivre  ']; Couper un quart de concombre en petits dés. Réserver. Couper grossièrement le reste des concombres. Mixer les avec le yaourt, l'ail, et la menthe. Saler, poiver. Incorporer les dès de féta et les dés de concombres. Mettre au frais 1 h avant de servir.;5
entree;Salade de tomates et de Mozzarella;"['4 tomate rouges ', '300 g de mozzarella  ', '1 botte de basilic  ', 'Pignons de pins ou brisures de noix ', ""Huile d'olive  "", 'Vinaigre balsamique  ', 'Poivre  ', 'Sel  ', 'Moutarde  ', 'Sel de Guérande ']";" Découper la mozzarella en tranches de 2 à 3 mm d'épaisseur. Emincer et découper les tomates en tranches.  Ranger les tomates sur le plat de service en les chevauchant; garnir tout le plat. Intercaler les tranches de mozzarella entre les tranches de tomates.  Préparer une vinaigrette avec l'huile d'olive, le vinaigre, la moutarde, le sel et le poivre.  Asperger les tomates et la mozzarella de vinaigrette. Prélever des feuilles de basilic frais et les émincer finement, puis parsemer la surface des tomates de pignons de pins ou de noix hachées.  Je rajoute, en dernier, une pincée de sel de Guérande; il réhaussera le goût de la tomate et rendra ce plat bien plus rafraîchissant.";5
entree;Quiche au saumon frais et à la courgette;['1 pâte feuilletée  ', '4 oeuf  ', '25 cl de crème  ', '2 courgette  ', '300 g de saumon frais  ', 'Sel  ', 'Poivre  ', 'Muscade  ', 'Ciboulette  ']; Préchauffez le four à 180°C (thermostat 6). Garnissez un moule à tarte avec la pâte feuilletée, piquez le fond. Coupez les courgettes en rondelles et faites-les revenir à la poêle 10 min environ. Couvrez le fond de tarte avec. Fouettez les œufs avec la crème fraîche, sel, poivre, muscade, ciboulette hachée. Versez la préparation sur les courgettes. Coupez le saumon en dés et le ajouter à la tarte. Faites cuire 25 min. Servez chaud.;8
entree;Soupe à l'oseille;['2 oseille épluchée (comme les épinards) ', '1 oeuf entier ', '4 cuillère à soupe de crème fraîche  ', '1 verre de vermicelles  ']; Faire fondre l'oseille doucement dans du beurre. Ajouter 1,25 litre d'eau, porter à ébullition et saler. Ajouter le vermicelle et le blanc d'oeuf (sans remuer) et laisser cuire doucement. Laisser un peu refroidir et ajouter le jaune d'oeuf et la crème fraîche. C'est encore meilleur réchauffé.;5
entree;Beignets de tomates vertes;['90 g de farine  ', '1 cuillère à café de sel  ', '1/2 cuillère à café de poivre  ', '35 g de semoule  ', '1 oeuf  ', '18.5 cl de lait  ', '4 tomate moyennes (environ 500g) ', 'Huile de friture  ']; Tamiser la farine, le sel et le poivre dans une terrine. Ajouter la semoule. Faire un puit. Mélanger l'oeuf et le lait, verser peu à peu. Battre jusqu'à ce que la pâte soit homogène, sans trop la travailler. Couper les tomates en rondelles épaisses. Chauffer environ 1cm d'huile dans la poêle. Tremper les tomates dans la pâte, et égoutter. Faire frire 1 mn de chaque côté. Egoutter sur du papier absorbant et servir immédiatement.;5
entree;Soupe de concombre;['2 concombre  ', '1 cube de bouillon de volaille ', '2 portion de fromage fondu (Kiri ou Vache qui rit) ']; Epluchez les concombres, enlevez les graines et les couper en cubes. Faites-les cuire 15 mn à la vapeur. Mixez avec le cube de bouillon et le fromage sans ajouter d'eau.;2
entree;Coquilles Saint Jacques sur lit de poireaux;"['12 noix de saint-jacques  ', '4 poireau  ', '2 cuillère à soupe de farine  ', '2 cuillère à soupe de crème fraîche  ', ""2 cuillère à soupe d'huile  "", 'Poivre  ', 'Sel  ', 'Muscade  ']"; Ne garder que le blancs des poireaux.Les émincer en rondelles les plus fines possibles (1mm). Les faire cuire à feu doux dans une poêle avec 1/2 verre d'eau jusqu'à ce que les poireaux soient parfaitement fondus et qu'il ne reste plus d'eau. Eventuellement, égoutter après cuisson pour retirer l'excédent d'eau. Ajouter dans la poêle la crème fraîche, le sel, le poivre, ainsi qu'une bonne pincée de muscade. Réserver au chaud. Pendant la cuisson des poireaux, nettoyer les coquilles Saint Jacques. Les éponger sur du papier absorbant. Les poivrer légèrement sur les deux faces et les passer à la farine. Faire chauffer l'huile dans une poêle et faire revenir rapidement les coquilles sur chaque face. Etaler la fondue de poireaux bien chaude dans 4 assiettes et disposer les noix de Saint Jacques dessus.Servir aussitôt.;6
entree;Huîtres gratinées au parmesan;['36 huître  ', '1 briquette de crème fraîche épaisse (20 cl) ', 'échalote et ail déshydraté (ou frais finement ciselés) ', '20 cl de vin blanc  ', 'Parmesan râpé  ']; Ouvrir les huîtres et jeter le premier jus. Ensuite, disposer les huîtres sur une plaque ou un plat. Sur chaque huître mettre de l'ail, de l'échalote, un peu de vin blanc et une cuillère à café de crème fraîche. Terminer par un peu de parmesan. Préchauffer votre four à 200°C (thermostat 6-7) pendant 10 min. Introduire les huîtres et laisser cuire 15 min. Mettre le four sur position grill et laisser gratiner 5 min.;7
entree;Velouté de panais et de courgettes;['1 panais ou 2 petits ', '1 courgette  ', '3 pomme de terre  ', '1 oignon  ', 'Lait ou crème fraîche ']; Gratter le panais, et le couper en morceaux. Peler les pommes de terre, la courgette, et l'oignon. Les découper en morceaux. Faire rissoler dans la casserole 5 min, tous les légumes. Puis couvrir d'eau. Laisser cuire à feu moyen, pendant 30 minutes. Réduire au mixer, afin d'obtenir un velouté.  Le panais donne une consistance assez épaisse à cette soupe, vous pouvez donc la délayer avec du lait... Cependant, le goût du panais étant assez subtil, bien veiller à ne pas trop diluer ce velouté. Vous pouvez l'assaisonner, au choix, avec de la muscade, du cumin, du curry doux, ou de la coriandre...;7
entree;Verrine foie gras pommes et pain d'épices;"['4 pomme de type Golden ', '4 tranche de Foie gras  ', ""2 tranche de pain d'épices  "", '4 cuillère à café de confit de courgettes (vous pouvez le remplacer par de la gelée au gewurztraminer, au riesling.. à un vin blanc) ', 'Beurre  ', '1 cuillère à soupe de sucre  ']"; Eplucher les pommes, les couper en lamelles et les faire revenir dans une poêle avec du beurre. Saupoudrer d'une cuillère à soupe de sucre et mélanger. Les laisser cuire à feu moyen environ 20 mn en retournant. Laisser refroidir. Couper les tranches de foie gras en copeaux. Monter votre verrine en commençant par placer une couche de pommes, le foie gras en copeaux, 1/2 tranche de pain d'épices émiettée et la cuillère de confit.;6
entree;pêches au thon;['1 grosse boîte de thon blanc au naturel ', '1 grosse boîte de pêche  ', 'Mayonnaise  ', 'Persil  ', 'feuille de salade  ']; Mélanger le thon avec la mayonnaise et le persil.  Égoutter les demi-pêches et remplir le milieu de la préparation thon.  Présenter sur une grande assiette sur un lit de feuilles de salade.  Servir frais.  Bon appétit !!;5
