categorie;nom_recette;ingredients;preparation;nb_etape
plat;Saumon cru mariné ('gravad lax' en suédois) ;"[""1 saumon entier d'1 kg "", '50 g de gros sel  ', '50 g de sucre en poudre  ', 'Aneth hachées ', 'grain de poivre concassés ']"; 1) Prélever les filets de saumon sans en ôter la peau.  2) Enlever toutes les petites arêtes avec soin, et essuyer sans laver.  3) Dans un récipient plat mais suffisamment large, disposer le premier filet, peau vers le bas.  4) Saupoudrer abondamment avec le mélange sel et sucre.  5) Poser le second filet dessus, la peau tournée vers le haut.  6) Poser par-dessus une plaque et des poids assez lourds.  7) Laisser mariner au frais pendant 24 h au moins, en retournant à mi-temps.  Pour servir, couper des tranches fines en biais, en s'arrêtant juste avant la peau.  On peut faire une sauce d'accompagnement, avec du fromage blanc battu, de la moutarde suédoise (ou de la Savora), de l'aneth et un peu de citron.;9
plat;Semoule au micro-ondes;"['250 g de semoule moyenne  ', ""25 cl d'eau tiède "", 'Sel  ', ""2 cuillère à soupe d'huile d'olive  "", 'Beurre  ']"; Mettre la semoule dans un récipient pour micro-ondes (type pyrex). Verser l'huile dans la semoule à sec et mélanger pour que ça s'imprègne. Mettre du sel dans l'eau tiède et verser sur la semoule en mélangeant. Laisser absorber quelques minutes. Mettre 1 min 30 au micro-ondes. Mélanger à la fourchette, ajouter une noix de beurre. Remettre 2 min au micro-ondes. C'est prêt !;8
plat;Papillottes de poisson pour les nuls;"['filet de poisson : 250 g/personne ', 'Légume congelés coupés en allumettes ', 'Oignon  ', 'Citron  ', 'Aneth  ', 'Poivre  ', 'Sel  ', ""Huile d'olive  ""]"; Recette parfaite pour les nuls, les stressés ou les visites surprises, il suffit d'avoir tous les ingrédients au congélateur! Préchauffez votre four à 180°C (thermostat 6). Pendant ce temps, sur la plaque du four, étalez une feuille de papier aluminium assez grande.  Versez quelques goutte d'huile d'olive sur lesquels vous déposerez les filets de poisson, puis dessus les légumes, quelques rondelles d'oignons, l'aneth, sel, poivre, huile d'olive, citron avec modération.  Pliez la feuille d'aluminium en quatre, en vous assurant que le jus ne puisse pas d'échapper.  Puis, enfournez pendant 20 min environ (selon l'épaisseur du poisson). Présentez les légumes sur le filet, sans la feuille d'alu, et accompagnez de riz ou de tagliatelles 3 couleurs.;7
plat;Blanquette de dinde aux champignons;['800 g de blanquette de dinde  ', '8 champignon frais  ', '2 oignon  ', '1 cuillère à soupe de farine  ', '1 petit verre de vin blanc  ', '1 tablette de bouillon de volaille  ', '1 cuillère à soupe de persil  ', '1 branche de thym  ']; Dans une grande casserole, faire roussir les oignons et la viande. Retirer la viande et, hors du feu, ajouter la farine. Mélanger et mettre le vin blanc. Ajouter 2 grand verres d'eau, la tablette de bouillon, le persil, le thym, poivre et bien mélanger. Remettre la viande qui doit bien baigner dans la sauce, donc rajouter un peu d'eau si nécessaire.  Laisser mijoter à feu doux 1 h 15. 15 min avant la fin de cuisson, faire suer les champignons coupés en lamelles dans un peu de beurre, sel, poivre et ajouter au plat.;7
plat;Boeuf bourguignon au Cookéo;"[""1 cuillère à soupe d'huile  "", '400 g de boeuf  ', '1 cuillère à soupe de farine  ', '50 g de lardons  ', '1 oignon  ', '1 carotte  ', '200 g de champignon  ', '1 pincée de sel  ', '1 pincée de poivre  ', '200 ml de vin rouge  ', '100 ml de fond de veau  ', '1 bouquet garni  ', '2 pomme de terre (selon taille) ']"; Faire chauffer l'huile à la poêle Faire revenir tous les ingrédients, sauf le bouquet garni et le liquide Ajouter le bouquet garni et le liquide Cuire sous pression pendant 20 minutes Ajouter les pommes de terre Cuire sous pression pendant 15 minutes;6
plat;Burritos express;"['8 galette de blé  ', '400 g de viande hachée ', '8 feuille de laitue  ', '2 tomate  ', '1.5 poivron  ', '1 oignon  ', 'Sel  ', 'Poivre  ', ""Huile d'olive  "", 'Paprika doux ', 'Pulpe de tomate  ', 'Gruyère râpé  ']";" Faire revenir la viande hachée avec de l'huile d'olive et un peu d'eau. Lorsque la viande est quasi cuite, faire griller l'oignon et le poivron hachés avec la viande. Rajouter la pulpe de tomate; saler, poivrer et incorporer le paprika. Lorsque la partie viande est terminée, chauffer galettes de blé au four quelques minutes.  Puis, sur chaque galette, disposer une feuille de laitue, la viande hachée par dessus, le gruyère râpé et les tomates coupées en dés. Rouler le burrito, et déguster.";6
plat;côtes de porc au curry et au miel;"['4 côte de porc  ', ""2 cuillère à soupe d'huile  "", '4 cuillère à soupe de miel  ', '2 cuillère à soupe de curry en poudre ', '1/2 citron  ']"; Faire cuire les côtes de porc à la poêle.  Mélanger l'huile, le curry, le miel et le jus du citron.  À mi-cuisson des côtes de porc, arrosez avec la préparation.  Terminez la cuisson en retournant souvent la viande.;4
plat;Galette bretonne à la farine de sarrasin;"['500 g de farine de sarrasin  ', '15 g de sel gris de Guérande ', '1 oeuf  ', ""70 cl d'eau  "", 'Saindoux pour la cuisson ', '1 oeuf par personne ', '1/2 tranche de jambon  ', 'Gruyère râpé  ', 'Champignon  ']"; Dans un grand saladier, vous mettez les 500 g de farine de sarrasin puis creusez un trou, cassez un oeuf. Versez dans le puit de farine petit-à-petit l'eau en mélangant doucement et battre pour faire rentrer l'air dans la pâte. Laissez reposer mimimum 1 heure ou plus. PS: après une heure, rajoutez de l'eau si la pâte est trop épaisse. Graissez la poêle au saindoux. Bien faire chauffer la poêle et étaler la préparation. Faire cuire comme les crèpes. PS: Si il y a des trous dans la galette, c'est normal. Rajouter après avoir fait cuire la préparation du gruyère, du jambon et un oeuf brouillé (ou pas) puis des champignons.;9
plat;Mon couscous marocain;['800 g de viande (gîte de bœuf, agneau, poulet)et 2 merguez ', '8 carotte  ', '8 oignon  ', '8 navet  ', '2 poivron vert  ', '2 poivron rouge  ', 'Chou blanchi ', '8 courgette  ', '4 morceau de citrouille  ', '1 boîte de tomate pelée (on garde le jus aussi) ', 'Pois chiches (quantité à adapter) ']; Méthode: - Faire revenir les oignons et les retirer quand ils sont dorés - Faire revenir toutes les viandes, sauf les merguez, que l'on cuira au dernier moment. Réserver. - Dans le faitout, ajouter un peu d'huile d'olive et faire revenir tous les légumes sauf les courgettes et les pois chiches s'ils sont cuits/en conserve. Ajouter les tomates coupées, puis leur jus. - A ce stade, on ajoute les épices, dont la quantité est à ajuster au goût de chacun... Mais on trouve des épices à couscous tout prêts Pour nous: - cumin, paprika, safran, 4 épices, ras el hanout, gingembre et un soupçon de cannelle  Ensuite, on couvre de bouillon de viande corsé, et on laisse cuire 1h30 à petits bouillons. 10 minutes avant la fin de la cuisson, on rajoute les courgettes et éventuellement les pois chiches. Voilà pour le plat, maintenant, il faut s'occuper de la graine... et sil y a une très bonne recette sur le site! http://www.marmiton.org/Recettes/Recette_le-couscous-d-ahmed-et-nadia-maroc_32003.aspx;11
plat;Lingue au galanga vite fait bien fait (3ème rencontre Marmiton);"['600 g de lingue (ou autre poisson à chair ferme) ', ""100 g d'oignon  "", '50 g de matière grasse sans goût prononcé ', ""20 cl d'eau  "", '3 cuillère à café rase de galanga en poudre ', '1 pincée de sel  ', '10 feuilles de coriandre  ', '10 pistache décortiquées, salées ou non ', ""10 baies roses de l'île Bourbon ""]"; Faire fondre la matière grasse dans une sauteuse ou une poêle assez grande pour que chaque morceau de poisson soit en contact avec le fond.  Emincer l'oignon, le faire blondir à feu moyen.  Pendant que l'oignon cuit, détailler le poisson en morceaux de la largeur d'un doigt.  Quand l'oignon commence à être juste tendre, le saupoudrer de galanga, bien touiller à la cuiller de bois.  Laisser cuire quelques secondes, le galanga absorbe le surplus de matière grasse.  Mouiller de 10 cl d'eau (20 cl si le poisson est de la lotte qui cuira plus longtemps), saler peu, délayer.  Poser les morceaux de poisson côte à côte dans la sauce sans les superposer.  Ne pas remuer.  Laisser bouilloter 2 mn, retourner les morceaux de poisson un à un et cuire encore 1 mn.  Vérifier de la pointe d'un couteau que le poisson est cuit à votre convenance.  Dresser dans un plat creux chauffé, parsemer de coriandre fraîche ciselée, de pistaches et de baies roses.;11
plat;Pastilla au poulet (tourte marocaine aux feuilles de Brick);"['12 feuille de brick  ', '1 poulet de 2 kg découpé en morceaux ', '4 oeuf  ', ""125 g d'amande effilées "", '2 oignon  ', '5 brin de coriandre  ', '1 cuillère à café de miel  ', '50 g de beurre  ', 'Huile  ', '2 cuillère à café de cannelle  ', '1 cuillère à café de Ras el Hanout  ', 'Sucre glace  ', 'Poivre  ', 'Sel  ']"; Dans une poêle, faites dorer les amandes effilées dans 1 cuillère à café d'huile. Egouttez-les.  Dans une cocotte, faites dorer les morceaux de poulet dans 20 g de beurre et 1 cuillère à soupe d’huile. Ajoutez les oignons pelés et émincés, la coriandre, le miel, 1 cuillère à café de cannelle et le ras el hanout. Salez et poivrez. Versez 20 cl d’eau, couvrez et laissez mijoter 1 h.  Désossez les morceaux de poulet et retirez la peau. Coupez la chair en morceaux. Réservez-les.  Retirez la coriandre et faites réduire le jus de cuisson de moitié. Réduisez le feu au maximum.  Battez les oeufs en omelette, salez et poivrez-les. Versez-les dans la cocotte et brouillez-les en mélangeant vivement avec une fourchette.  Préchauffez votre four Th 6 (180°C ) .  Beurrez un moule à manqué. Posez une feuille de brick au fond puis 5 autour, débordant de moitié. Terminez par une autre au milieu sur les 5 feuilles.  Etalez les amandes en une couche uniforme. Posez les morceaux de poulet, nappez des oeufs brouillés.  Rabattez les bords des feuilles de brick vers l’intérieur. Recouvrez des 6 dernières feuilles et rentrez les bords dans le moule.  Badigeonnez la surface avec 30 g de beurre fondu. Saupoudrez d’1 cuillère à café de cannelle et de sucre glace.  Enfournez 20 mn environ (jusqu’à ce que les feuilles de brick soient dorées et croustillantes).  Servez.;12
plat;Pommes de terre farcies;['6 pomme de terre  ', '250 g de chair à saucisse  ', '1 viande hachée  ', '1 oeuf  ', 'Persil et ail haché ', '1 oignon  ', 'noisette de beurre  ', '1 verre de bouillon de viande (1/2 tablette) '];" Préchauffer le four à 180°C (thermostat 6). Préparer la farce en mélangeant la chair à saucisse, le steak haché, l'ail, le persil, l'oeuf et un peu de sel et poivre à votre convenance. Eplucher les pommes de terre, couper un ""chapeau"" sur le dessus. Creuser les pommes de terre à l'aide d'un couteau ou d'une cuillère ; conserver la chair de pommes de terre retirée. Remplir les pommes de terre de farce et placer les ""chapeaux"" sur le dessus de chaque pomme de terre. Emincer l'oignon. Beurrer un plat allant au four, y placer dans le fond l'oignon émincé puis les pommes de terre farcies. Placer la chair de pomme de terre restante dans le plat ainsi que les restes éventuels de farce. Déposez une noisette de beurre sur chaque ""chapeau"" de pommes de terre puis arrosez le tout du verre de bouillon. Enfourner pour 55 minutes. Prolonger de quelques minutes la cuisson si nécessaire.";5
plat;Escalope milanaise (Italie);['4 escalope de veau bien fine ', '10 biscotte (pour la chapelure) ', '20 g de farine  ', '1 oeuf  ', '1 citron  ']; Préparer la chapelure:  Sur une planche à découper en bois casser en petits moceaux les biscottes (2 ou 3 pour commencer) puis écraser ses morceaux à l'aide d'une bouteille en verre en la faisant rouler dessus tout en appuyant. Battre l'oeuf dans une assiette à soupe. Répartir la farine sur une autre assiette. Prendre une escalope, la passer (des 2 côtés) dans la farine, la passer dans l'oeuf puis l'allonger d'un coté sur la chapelure.  Pour que la chapelure colle bien à l'escalope, appuyer sur celle-ci avec la paume de la main. Faire la même chose pour l'autre côté de l'escalope. Réaliser la même opération pour les autres escalopes, et faire la chapelure au fur et à mesure que vous en aurez besoin. Faire chauffer une poêle a feu vif avec un filet d'huile d'olive.  Lorsque l'huile est chaude, y faire cuire les escalopes quelques minutes de chaques côtés.  Saler, poivrer à votre goût et servir avec un filet de jus de citron.;10
plat;bigorneaux - la cuissson parfaite!;['Bigorneau  ', 'Sel  ', 'Poivre  ']; Pour cuire parfaitement les bigorneaux, 2 choix se présentent: soit vous avez acheté vos bigorneaux, soit vous les avez ramassés vous-mêmes. Si vous les avez ramassés vous-même: laissez-les dégorger 24 h dans de l'eau de mer, ou dans de l'eau douce additionnée de 30 g de sel par litre d'eau. Dans les 2 cas, pour la cuisson, rien de plus simple! Couvrir les bigorneaux d'eau froide additionnée de 30 g de sel par litre (cela correspond au taux de sel de l'eau de mer), et d'au moins une cuillère à café de poivre par litre d'eau (n'ayez crainte, cela ne sera pas trop épicé, le poivre ne pénetrera que très peu dans les coquillages, c'est pour cela qu'il en faut beaucoup). Mettre sur le feu, et dès le début de l'ébullition, éteindre le feu, et laisser 5 min tel quel. Vous pouvez alors égoutter les bigorneaux, ils viendront entièrement et facilement à la dégustation, et les opercules seront également très faciles à enlever (en remuant bien les bigorneaux lors de l'égouttage, vous pourrez même enlever beaucoup d'opercules). Foi de Breton, pour les bigorneaux, il n'y a pas mieux comme cuisson!;7
plat;escalopes de veau à la crème;['4 escalope de veau plutôt fines ', '200 ml de crème fraîche épaisse  ', 'Beurre  ', 'Poivre  ', 'Sel  ', '1 boîte de champignon de Paris (de taille moyenne) ', 'Persil  ']; Faire revenir les escalopes dans le beurre jusqu'à ce qu'elles soient pratiquement cuites.  Saler, poivrer, ajouter la crème et remuer.  Mettre les champignons et le persil.  Laisser cuire encore 2-3 mn.;4
plat;Soupe Pho;['4 g de viande de boeuf maigre ', '1 citron vert  ', '1 morceau de gingembre  ', '1 petit piment vert ', '1 petit bouquet de coriandre  ', '1 petit bouquet de ciboulette thaï ( un peu plus grosse que la notre) ', '4 g de nouilles de riz fraîche ( dans les magasins asiatiques, genre Paris Store) ', '150 cl de bouillon de pot au feu ou un bouillon  préparé avec 2 cubes de Maggi ou autre. ', '1 étoile de badiane ( 2 si vous aimez) ', 'Sauce nuoc mam  ']; Lavez, séchez,ciselez la ciboulette et la coriandre, émincez le piment, coupez le citron vert en 4 dans le sens de la longueur et mettez-les en attente dans des coupelles.  Portez à ébullition, le bouillon de boeuf, ajoutez-y l'étoile de badiane, et le morceau de gingembre pelé et émincé. Couvrez et laissez cuire doucement pendant 12 min. Détaillez le boeuf en fine lamelles, aites cuire les nouilles de riz dans de l'eau bouillante salée, respectez les indications sur le paquet. Dans 4 grands bols versez 1 cuillerée à soupe de sauce Nuoc-mâm, egouttezles nouilles de riz,répartissez-les dans les bols, posez les lamelles de boeuf, et versez le bouillon de boeuf brûlant, parsemez de ciboulette et de corinadre. Servez aussitôt. Chacun ajoutera à son goût, citron vert,et piment. Bon appétit;5
plat;Moules à la crème;"['800 g de moules par personne ', '1 oignon  ', '15 cl de vin blanc sec de cuisine (quantité à augmenter proportionnellement avec la quantité de moules préparée) ', '100 g de beurre  ', '50 g de farine  ', ""3 gousse d'ail pilé "", '50 cl de crème fraîche semi-épaisse ou épaisse ', 'Persil haché ', 'Poivre  ']"; Faire revenir les oignons dans un grand faitout ou une cocotte-minute. Lorsqu’ils sont transparents, versez-les moules pour les faire ouvrir avec du vin blanc et du poivre.  Pendant ce temps, monter un roux avec le beurre et la farine.  Récupérez le jus des moules ouvertes en les conservant dans la cocotte pour les maintenir au chaud.  Délayer petit à petit le roux avec le jus des moules.  Ajoutez l’ail pilé et laissez épaissir.  Ajoutez la crème fraîche et le persil haché et laissez bien réchauffer pour lier le tout (la sauce ne doit pas bouillir).  Vérifier l’assaisonnement (attention au sel, les moules suffisent généralement à saler l’ensemble du plat).  Versez la sauce sur les moules.  Mélanger sur le feux environ 2 mn et servez aussitôt dans le plat de cuisson.  Plat à servir avec du riz, des pommes de terre ou bien encore de la semoule nature.;10
plat;Tête de veau à la vinaigrette;"['1 tête de veau roulée et précuite ', '4 carotte  ', '4 navet  ', '1 oignon  ', '1 bouquet garni  ', '1 oeuf dur ', '2 cuillère à café de cerfeuil hachés ', '6 radis roses hachés ', '1 cuillère à soupe de moutarde  ', '3 cuillère à soupe de vinaigre  ', ""1 cuillère à soupe d'huile  "", 'Poivre  ', 'Sel  ']"; Déposer la tête de veau dans une marmite remplie de l'eau bouillante salée avec l'oignon émincé et le bouquet garni.  Faire cuire pendant 20 min, ajouter les carottes en rondelle et les navets en dés. Laisser mijoter à feu doux pendant 1 h 10. Dans un bol, mélanger la moutarde, le vinaigre et l’huile. Assaisonner et incorporer un œuf écrasé, les radis finement émincés et le cerfeuil à la vinaigrette.;4
plat;Aiguillettes de poulet et crème de citron;"[""500 g d'aiguillette de poulet  "", '20 cl de crème  ', '1 citron (pour son jus) ', '1 oignon  ', '1 pincée de sel  ', '1 pincée de poivre  ', ""2 cuillère à soupe d'huile d'olive  ""]"; Mélanger dans un bol la crème et le jus de citron avec une pincée de sel et de poivre (vous pourrez assaisonner plus si besoin). Réserver. Faire chauffer l'huile dans une sauteuse et y mettre l'oignon émincé pendant 1 à 2 min. Ajouter les aiguillettes. Saler, poivrer et laisser cuire à couvert 10 min.  Avec une fourchette, retourner les aiguillettes et terminer la cuisson à couvert 5 à 10 min. Quand le poulet est cuit, arrêter le feu et verser la crème au citron. Assaisonner si besoin. Servir avec du riz et des courgettes sautées ou vapeur.;6
plat;Cake au jambon et au fromage;['300 g de farine  ', '6 oeuf  ', '12 cuillère à soupe de lait  ', '100 g de beurre fondu ', '225 g de gruyère râpé  ', '300 g de jambon  ', '1 paquet de levure chimique  ']; Mélanger dans l'ordre farine et oeufs (un à un) puis lait, beurre fondu, gruyère et levure. Ajouter le jambon coupé en morceaux. Transvaser dans un moule à cake et cuire 1 h au four thermostat 6 (180°C). A déguster bien chaud.;4
plat;Epaule d'agneau boulangère;"[""1 épaule d'agneau de 1,4 kg (semi-désossée) "", 'Thym  ', 'Romarin  ', ""Huile d'olive  "", 'Ail  ', 'Pomme de terre (une quinzaine) ', '1 oignon  ', '1 grosse boîte de tomate entières (400 g) ']"; La veille : piquer la viande pour y glisser quelques gousses d'ail.  La badigeonner d'huile d'olive, saler et poivrer. L'emballer dans un film plastique avec le thym et le romarin. Le jour même : beurrer un plat allant au four, couper les pommes de terre et l'oignon en rondelles fines, puis les mettre dans le plat. Ajouter la boîte de tomates et le jus, ainsi qu'un verre d'eau. Saler et poivrer. Déposer l'épaule d'agneau sur les pommes de terre avec le thym et le romarin. Cuire au moins 1h30 à 200°C en retournant l'épaule au milieu pour qu'elle soit bien grillée partout. Le plat peut attendre les invités dans le four... Si l'épaule dore trop, couvrir avec un papier d'alu. Idéalement, choisir un plat de la surface de l'épaule: tout le jus de la viande coule sur les pommes de terre et elles ne se déssèchent pas du tout.;7
plat;Piperade;"['4 oignon  ', '5 tomate  ', ""2 gousse d'ail  "", '3 piment longs doux ', 'Poivre  ', 'Sel  ', ""Piment d'Espelette  "", '4 oeuf  ', ""Huile d'olive  ""]"; Dans un wok ou grande poêle, mettez de l'huile d'olive à chauffer, puis ajoutez les oignons coupés en rondelles. Laissez cuire 5 mn Faites bouillir de l'eau et ébouillantez vos tomates pour les peler, puis coupez-les en morceaux en retirant les graines. Ajoutez-les aux oignons. Coupez les piments dans le sens de la longueur, ôtez les graines et coupez les piments en lanières et ajoutez-les à la préparation. Salez et poivrez, puis mettez un peu de piment d'Espelette (au choix). Mélangez bien et laissez cuire 15 mn. Battez les oeufs en omelette dans un saladier, salez et poivrezlégèrement. Versez verser sur les légumes et remuez bien pour mélanger. Laissez cuire 5 mn en remuant de temps en temps. La piperade peut être servie avec du jambon de Bayonne poêlé.;6
plat;Queue de lotte au beurre blanc;"['Queue de lotte (environ 800g) ', 'Oignon  ', 'échalote  ', '40 g de beurre  ', '10 cl de crème fraîche  ', '1/2 verre de vin blanc  ', '1/2 citron  ', ""Huile d'olive  "", 'Poivre  ', 'Sel  ', 'Herbes de Provence  ']"; Dans un plat allant au four, déposez la queue de lotte. La recouvrir avec l'oignon et 1 ou 2 échalotes débités en lamelles (gardez une échalote pour la sauce).  Versez un filet d'huile d'olive sur le poisson et ajoutez un peu d'eau dans le fond du plat pour éviter que le poisson ne se déssèche trop.  Salez, poivrez et saupoudrez d'herbes de Provence. Mettre au four, à 180°, entre 30 et 45 minutes en fonction du poids de la queue. Pendant que le poisson cuit, émincez finement la dernière échalote. Mettez là à suer avec le jus du demi-citron et le vin. Faites réduire jusqu'à ce qu'il ne reste plus que l'émincé d'échalotes. Juste avant de servir, rajoutez le beurre que vous laissez fondre doucement, puis liez avec la crème fraiche. Salez, poivrez et versez la sauce sur le poisson. Ce plat peut être accompagné de riz, mais se marie également très bien avec une petite ratatouille.;10
plat;Empanadas de carne (Argentine);"['3 rouleau de pâte feuilletée ou brisée ', '500 g de viande de boeuf hachée ', '4 oignon  ', '1 cuillère à café de paprika  ', '1 cuillère à café de cumin  ', ""1 cuillère à café d'origan  "", '1 cuillère à café de sucre en poudre  ', '150 ml de concentré de tomates (2 petites boîtes) ', 'Bouillon de viande ', '70 g de raisins secs blonds ']"; Épluchez puis couper les oignons finement. Les faire revenir dans trois cuillères à soupe d'huile d'olive.  Lorsqu'ils sont transparents, ajouter la viande hachée. Saler, poivrer.  Une fois que la viande est cuite, ajouter les épices et herbes, ainsi que le concentré de tomates et le sucre.  Mélanger et laisser encore 2-3 min sur feu doux.  Verser dans un saladier, puis ajouter les raisins secs et 20 cl du bouillon de viande (fait avec un cube). Mélanger.  Attendre 5-10 min, puis mettre au réfrigérateur 30 min minimum (La préparation absorbera le bouillon, et les empanadas seront bien juteuses à la dégustation !).  Faire préchauffer le four à 250°C.  Ensuite, dérouler les pâtes, puis découper des disques à l'aide d'un bol.  Les remplir de farce, bien refermer les bords. Napper de jaune d’œuf avant d'enfourner.  A servir avec une salade de tomates/oignons par exemple.;10
plat;Idées de garnitures pour crêpes salées;"['4 tranche de jambon cru ', '4 pomme de terre cuites ', '8 tranche de reblochon ou morbier ou raclette ', '1 saucisse de morteau cuite ', '4 pomme de terre cuites ', ""4 cuillère à soupe de cancoillotte à l'ail ou nature "", '4 tranche de saumon fumé  ', '4 cuillère à soupe de crème fraîche  ', ""100 g d'emmental râpé "", '4 tranche de camembert  ', '4 morceau de comté  ', '4 morceau de bleu ou roquefort ', '8 tranche de bûche de chèvre  ', '100 g de lardons cuits ', '100 g de gruyère râpé  ', '4 tranche de jambon blanc  ', '1 petite boîte de champignon de Paris  ', '1 escalope de poulet (grillée) ', '1 pomme (fruit) ', '4 petite cuillère à soupe de miel liquide  ', '4 tomate  ', '2 boule de mozzarella  ', '4 pincée de basilic  ', '100 g de gruyère râpé  ', ""1 courgette coupée en lamelles et revenue à la poêle avec de l'huile d'olive "", '2 tomate moyennes ', '8 cuillère à soupe de béchamel  ', '2 poignée de champignon des bois (girolles, cèpes...) ', '50 g de gruyère râpé  ', '4 pincée de curry  ', '1 escalope de poulet cuite ', '4 cuillère à soupe de crème fraîche  ', ""1 petit bocal de sauce salsa (vendu dans le rayon 'Cuisine du Monde' dans les hypermarchés) "", '2 poivron (coupés en lamelles et revenus à la poêle ', '2 oignon émincés (revenus également à la poêle) ', '1 escalope de poulet cuite ', '12 noix de saint-jacques  ', '4 cuillère à soupe de crème fraîche  ', '4 cuillère à soupe de parmesan  ', '4 tranche de jambon blanc  ', '4 cuillère à soupe de cancoillotte  ', '4 tranche de bûche de chèvre  ', '4 pomme de terre  ']"; Prévoir un bon saladier plein de pâte à crêpe et les faire cuire à la poêle Découper les divers ingrédients en lamelles, en faire 4 portions et les répartir dans chaque crêpe.  Les refermer (par exemple en pliage en 4 : déposer au centre les aliments, et refermer cette crêpe comme une enveloppe).  Mettre dans un plat adapté et faire chauffer au four à 150°C (thermostat 5) pendant environ 1 bon quart d'heure.  Servir les différentes crêpes avec de la salade verte.;5
plat;Pâtes fraîches;['300 g de farine de blé 00 ', '100 g de farine de blé dur ', '4 oeuf  ', 'Sel  ']; Tamiser les farines dans un grand récipient.  Faire une fontaine assez large et y mettre au centre les oeufs et une pincée de sel. Mélanger les ingrédients à la fourchette puis travailler énergiquement la pâte pendant une dizaine de minutes. En faire ensuite une boule, l'envelopper dans un film transparent et laisser reposer 1/2 heure. Diviser ensuite la pâte en 3 ou 4 parts et la passer à la machine en commençant par l'épaisseur la plus importante pour finir par la plus fine. Laisser reposer 1/2 heure les bandes de pâte ainsi obtenues. Les repasser alors à la machine avec le rouleau approprié de façon à obtenir des tagliatelles de la largeur désirée. Les étendre au fur et à mesure sur un torchon légèrement fariné. Les recouvrir d'un autre torchon lui aussi légèrement fariné et les laisser reposer jusqu'au moment de les cuire dans une grande quantité d'eau salée.;6
plat;Saucisson brioché facile et rapide;['1 saucisson à cuire ', '3 oeuf  ', '200 g de farine  ', '1 sachet de levure chimique  ', '15 cl de crème fraîche épaisse  ', 'Sel  ']; Préchauffer le four à thermostat 5 (150°C). Battre les oeufs avec 2 pincées de sel. Ajouter le verre de crème et bien mélanger. Incorporer la farine mélangée à la levure chimique.  Beurrer ou chemiser un moule à cake (avec du papier sulfurisé), déposer un tiers de la pâte, poser le saucisson dessus (ne pas le piquer à la fouchette sous peine de voir s'échapper le gras!), puis le recouvrir de la pâte restante.  Cuire au four à thermostat 5 pendant 40 mn.;4
plat;Travers de porc à la texane / loin ribs;"['2 travers de porc (40 cm) à couper en deux ', '1/2 verre de ketchup  ', '2 cuillère à soupe de sauce Worcester  ', '1 cuillère à soupe de miel  ', '2 cuillère à café de thym séché ', '3 gingembre frais râpé (l’équivalent de 3 belles noix) ', '1 bonne pincée de poivre de Cayenne  ', '2 cuillère à café de sauce soja  ', ""3 gousse d'ail  "", ""2 cuillère à soupe d'huile d'olive  "", ""1/4 verre de jus d'ananas non sucré (du pamplemousse peut faire aussi l’affaire) ""]"; 1) Placer les travers dans une cocotte-minute, les recouvrir d’eau froide ajouter une pincée de thym et laurier, porter le tout à ébullition pendant 15 mn, sortir aussitôt les travers, afin qu’ils refroidissent.  2) Mélanger les ingrédients de la marinade.  3) Tartiner ensuite la viande de marinade, recouvrir les travers avec le reste de la marinade, mettre le tout au frigo pour la nuit.  Y’à plus qu’à faire griller.  PS : mettre la grille du barbecue le plus haut possible, et badigeonner la viande de temps à autre avec le reste de marinade contenu dans le plat, prévoir en complément de la sauce barbecue, et pommes de terre grillées ou riz.;4
plat;Fondue bourguignonne et sauces d'accompagnement;"['1.2 kg de boeuf de première catégorie (faux-filet, filet) ', 'Huile de pépin de raisins ou autre huile neutre pour frire ', '1 thym  ', '1 feuille de laurier  ', '250 g de mayonnaise  ', '2 cuillère à soupe de câpres  ', '5 brin de persil hachés ', '3 cornichon  ', ""2 gousse d'ail  "", '125 g de crème fraîche ou fromage blanc ', '3 cuillère à soupe de céleri rave râpé ', '2 cuillère à soupe de noix pilées ', '1/2 citron  ', '20 cl de purée de tomate  épaissse ', ""3 filet d'anchois pilés "", '6 olives  ', 'Poivre  ', 'Sel  ']"; Préparez les sauces d'accompagnement : Sauce tartare : mélangez 125 g de mayonnaise avec les câpres, le persil et les cornichons hachés. Salez, poivrez. Sauce aïoli : mélangez 125 g de mayonnaise avec 2 gousses d'ail pilées. Salez, poivrez. Sauce au céleri : mélangez la crème avec le céleri, les noix et le jus de citron. Salez, poivrez. Sauce tomate aux anchois : mélangez la purée de tomate avec les anchois et les olives. Salez, poivrez. Réservez les sauces au frais. Découpez la viande en cubes d'environ 2 cm de côté. Faites chauffer l'huile dans un caquelon à fondue avec le thym et le laurier. Dès qu'elle est chaude, retirez-les et apportez l'huile à table, maintenez-la chaude. Faites cuire les morceaux de viande au fur et à mesure dans l'huile, égouttez et dégustez. Servez avec les sauces, un grand plat de salades mélangées et des frites ou du riz.;10
