categorie;nom_recette;ingredients;preparation;nb_etape
dessert;Porridge;"[""160 g de flocons d'avoine  "", '1 l de lait  ', 'Sucre roux à volonté ']"; Faites bouillir le lait et faites-y tomber les flocons d'avoine en pluie, en remuant tout le temps. Baissez le feu et remuez jusqu'à reprise de l'ébullition. Couvrez et laissez mijoter de 15 à 20 min, en remuant de temps en temps.  Sevez dans une assiette creuse, avec une cuillèrée de sucre roux ou vanillé, ou encore du miel.;4
dessert;Charlotte au chocolat;['24 biscuit à la cuillère  ', '250 g de chocolat pâtissier à forte teneur en cacao ', '20 cl de crème fraîche liquide non allégée en matière grasse ', '5 cl de lait  ', '100 g de beurre  ', '4 oeuf  ', '30 g de sucre glace  ', '10 cl de rhum  ']; Beurrer légèrement un moule à charlotte et disposer dans le fond un rond de papier sulfurisé.  Verser 10 cl d'eau et le rhum dans le fond d'une assiette creuse.  Tremper rapidement les biscuits et tapisser entièrement le fond et les bords du moule (côté bombé vers l'extérieur).  Séparer les jaunes d'oeufs des blancs.  Mettre à fondre le chocolat avec le lait dans un saladier à bain-marie doux. Le laisser fondre entièrement et le lisser avec une spatule en bois. En maintenant la préparation au bain-marie ajouter peu à peu le beurre en petits morceaux tout en remuant, puis les jaunes d'oeuf l'un après l'autre. Travailler la crème quelques instants jusqu'à ce qu'elle soit bien lisse et brillante puis retirer la casserole du feu et laisser refroidir.  Monter les blancs d'oeuf en neige en ajoutant à la fin le sucre glace en pluie.  Battre la crème liquide (très froide) en chantilly un peu molle.  Incorporer les deux préparations à la crème afin d'obtenir un mélange lisse et parfaitement homogène.  Remplir le moule avec la mousse au chocolat en la tassant légèrement, terminer par une couche de biscuits imbibés. Couvrir d'une assiette, un poids dessus et mettre au frigo jusqu'au lendemain.  Pour servir retourner le moule sur le plat de service, retirer le fond de papier sulfurisé. Décorer de copeaux de chocolat ou la saupoudrer simplement d'un peu de cacao.;10
dessert;Eclairs au chocolat (rapide);"['2 cuillère à soupe de farine  ', '30 cl de lait  ', '50 g de beurre  ', '210 g de chocolat noir  ', '1 oeuf  ', '3 cuillère à soupe de sucre  ', ""2 jaune d'oeuf  "", '150 g de farine  ', ""25 cl d'eau  "", '75 g de beurre  ', '1 cuillère à soupe de sucre  ', '4 oeuf  ', '1 pincée de sel  ', ""1 jaune d'oeuf  "", 'Huile  ']"; Pour la pâte à choux: Préchauffer le four à 210°C (Thermostat 7). Mélanger sel, sucre, beurre et eau dans une casserole, et faire bouillir.  Intégrer la farine, et remuer jusqu'à l'obtention d'une pâte compacte. La travailler jusqu'à ce qu'elle soit suffisamment ferme  Intégrer 4 oeufs, un à un en veillant à bien mélanger entre chaque oeuf.  Travailler la pâte afin de la rendre ferme.  Sur un plaque allant au four préalablement huilée, répartir à l'aide de la poche à douille une dizaine de boudins de pâte de 15 cm de long environ.  Badigeonner avec le jaune d'œuf pour que la pâte soit dorée à la cuisson . Faire cuire 25 min à four chaud et laisser reposer 10 min, four éteint, pour éviter que les choux ou les éclairs  ne dégonflent. Pour la crème: Faire fondre 60 g de chocolat cassé en morceaux dans le lait, à feu doux . Dans un bol, fouetter oeuf, jaune et sucre jusqu'à ce que le mélange soit mousseux. Ajouter la farine et verser dans le lait chocolaté.  Faire épaissir sans cesser de remuer.  Hors du feu, intégrer 20 g de beurre. Laisser refroidir. Garnir de cette crème les éclairs coupés en 2 dans le sens de la longueur et  faire fondre au bain-marie le reste du chocolat et du beurre.  Napper le dessus des éclairs. Laisser durcir le glaçage avant de déguster.;17
dessert;Gâteau magique nature;"['50 cl de lait  ', '4 oeuf  ', '150 g de sucre en poudre  ', '1 sachet de sucre vanillé  ', ""1 cuillère à soupe d'eau  "", '125 g de beurre  ', '110 g de farine  ', '1 pincée de sel  ']";" Les quantités sont pour un moule de diamètre 24 cm. Utiliser un moule en silicone ou un moule recouvert de papier cuisson. Préchauffer le four à 150°C. Séparer les blancs d’oeufs des jaunes. Mélanger les jaunes avec le sucre en poudre, le sucre vanillé et l'eau jusqu'à ce que ça blanchisse. Incorporer le beurre fondu. Ajouter la farine et le sel.  Une fois bien mélangé, rajouter petit à petit le lait en fouettant. Monter les blancs en neige ferme. L'ajouter délicatement au mélange précédent. Attention il ne faut pas que les blancs soit incorporés parfaitement, il faut qu'il reste pleins de petits morceaux de blancs. Versez la préparation dans le moule en lissant le dessus. Enfourner 50 minutes à 150°C. La préparation est liquide, elle a une apparence de ""pâte à crêpes avec grumeaux"". A la sortie du four le gâteau tremblote mais il est doré. Il faut attendre qu'il refroidisse pour qu'il se ""fige"". Il faut le laisser reposer dans le moule à température ambiante le temps qu'il ait suffisamment refroidi pour le mettre au frigo. Attendre 1h à 2h avant de le déguster. Démoulez et régalez-vous. La magie opère au moment de la cuisson. Si ça ne fonctionne pas il faut adapter le temps de cuisson en fonction du four.";17
dessert;Bowl cake aux flocons d'avoine;"[""40 g de flocons d'avoine  "", '1 oeuf  ', ""3 cuillère à soupe de lait d'amande "", '1 cuillère à café de levure chimique  ', 'cuillère à soupe de chocolat  ', 'Fruits secs  ', 'Miel ... ']"; Mélanger tous les ingrédients dans un bol. Faire chauffeur au micro-ondes 1 minute 30 à pleine puissance.;2
dessert;Tarte aux poires;"['1 pâte feuilletée  ', '5 poire  ', '70 g de sucre en poudre  ', ""200 g de poudre d'amande  "", '20 cl de crème fraîche liquide  ', ""1 jaune d'oeuf  "", ""1 cuillère à soupe d'armagnac  ""]"; Garnissez un moule rond à bords hauts avec la pâte. Lavez, pelez, et coupez les poires en deux Mélangez dans un bol la crème, le jaune d'oeuf, le sucre, la poudre d'amandes et l'armagnac. Nappez le fond de la pâte avec la crème, puis disposez les demi-poires en fleur cote bombé sur le dessus en les enfonçant légèrement dans la crème. Enfournez le tout 30 mn.;4
dessert;Croissants;"['500 g de farine type 45 ', '180 g de beurre ramolli ', '15 g de levure de boulanger  ', '50 g de sucre  ', '28 cl de lait  ', '10 g de sel  ', ""2 cuillère à soupe d'eau  "", '1 oeuf  ']"; Première étape : la pâte feuilletée levée. Délayer la levure dans l'eau tiède. Dans un grand saladier, déposer la farine, le sel, le sucre, creuser un puits et incorporer petit à petit le lait.  Quand le lait est entièrement incorporé, ajouter le mélange eau levure et pétrir la pâte pendant 15 minutes sur le plan de travail. Former une boule, la placer dans le saladier, couvrir d'un linge et laisser reposer deux heures. Au bout de deux heures, étaler la pâte sur le plan de travail en forme d'étoile à quatre branches en gardant le centre plus épais. Étaler le beurre au centre et replier les branches.  Étaler alors ce pâton en un rectangle. Replier ce rectangle en trois et faire pivoter le rectangle d'un quart de tour sur la droite. Allonger à nouveau la pâte en rectangle, la replier en trois et tourner d'un quart de tour à droite. Recommencer une fois cette opération. La pâte feuilletée levée est prête. Deuxième étape : les croissants. Étaler la pâte feuilletée levée finement et découper des triangles. Rouler les triangles en partant de la base pour finir par la pointe, leur donner une forme de croissant. Laisser reposer les croissants deux heures. allumer le four thermostat 8 (240°C). Après le repos, badigeonner au pinceau les croissant d'oeuf battu en prenant soin de ne pas les faire retomber. Faire cuire 5 min à four chaud puis 10 à 15 min à thermostat 5/6 (160-170°C).;13
dessert;Gâteau Banane de Stéph;['3 oeuf  ', '150 g de farine  ', '100 g de sucre  ', '1/2 paquet de levure  ', '125 g de beurre  ', '4 banane ou 2 grandes ', 'Rhum  ', 'Vanille  ']; Mélanger les oeufs et le sucre.  Ajouter le beurre fondu, puis la farine et la levure.  Couper les bananes en tous petits morceaux (ou les écraser au choix), et les ajouter au mélange.  Aromatiser avec le rhum et la vanille selon les goûts....  Verser le tout dans un moule à cake beurré et fariné. Laisser cuire environ 30 mn à four thermostat 6.;6
dessert;Gâteau léger au fromage blanc;"['500 g de fromage blanc à 0% de matières grasses ', '50 g de farine  ', '40 g de sucre en poudre (ou 30 g + 1 sachet de sucre vanillé) ', '3 oeuf  ', 'zeste de citron  ', ""1/2 cuillère à café d'extrait de vanille  "", '1 cuillère à café de levure chimique  ', '1 pincée de sel  ']"; Dans un bol, mélanger la farine et la levure. Dans un grand saladier, mélanger les jaunes d'oeuf et le sucre et bien battre (si possible au batteur électrique). Rajouter le zeste de citron en petits morceaux et l'extrait de vanille. Re-battre, puis mettre au frais. Préchauffer le four à 180°C. Battre les blancs en neige avec une pincée de sel. Incorporer le fromage blanc au mélange jaunes d'oeufs- sucre, puis le mélange farine-levure. Bien mélanger. Puis rajouter délicatement les blancs d'oeufs. Verser la pâte dans un moule à manqué revêtu de papier sulfurisé. Faire cuire environ 20 minutes à 180°C (le dessus du gâteau doit être bien brun).;8
dessert;Flan aux oeufs maison;['6 oeuf frais entiers ', '1 l de lait  ', '160 g de sucre  ', '1 gousse de vanille  ', '10 morceau de sucre  ']; Préchauffer le four à 150°C (thermostat 5). Dans une casserole, faire chauffer le lait avec le sucre. Couper la gousse de vanille en 2, retirer les graines, les mélanger au lait avec les 2 moitiés de gousse. Battre les 6 oeufs. Dans le moule à flan, faire un caramel : mettre les morceaux de sucre et verser un filet d'eau. Une fois le caramel prêt (attention à ne pas le faire trop cuire), le verser en tournant le moule pour le répartir sur toute la surface. Une fois que le lait a bouilli, l'incorporer doucement aux oeufs sans cesser de remuer. Enfin, verser le mélange dans le moule. Faire cuire envciron 45 minutes au four, au bain-marie. Surveiller la cuisson en plantant une pointe de couteau : elle doit ressortir propre.;7
dessert;Tarte aux prunes facile;['1 pâte brisée  ', '500 g de reine-claude  ', '75 g de sucre  ', '2 oeuf  ', '100 g de crème fraîche  ']; Préchauffer le four à 180°C (thermostat 6)Etaler la pâte dans le moule à tarte et la piquer à l'aide d'une fourchette Mettre un papier cuisson et des pois dessus puis enfourner pour 10 minutes de précuisson Dans un saladier mélanger les oeufs, le sucre et la crème fraîche et verser le mélange dans le fond de tarte Couper les prunes en deux et les disposer de façon circulaire. Enfourner à nouveau pour 30 minutes de cuisson.;5
dessert;Muffins coeur de Nutella;['280 g de farine  ', '1/2 sachet de levure chimique  ', '1 pincée de sel  ', '2 oeuf  ', '100 g de sucre en poudre  ', '1 sachet de sucre vanillé  ', '100 g de beurre fondu ', '10 cl de lait  ', '1 yaourt nature  ', '1 petit pot de nutella (ou autre pâte à tartiner au chocolat) ', 'Beurre et farine pour le moule ']; Préchauffer votre four à 180°C.Dans un saladier, mélanger la farine, la levure chimique et le sel. Dans un autre saladier, battre les oeufs avec un fouet puis, ajouter le sucre en poudre et le sachet de sucre vanillé. Bien mélanger.Verser le beurre fondu sur ce mélange sans cesser de remuer puis ajouter le lait et le yaourt. Y incorporer le premier mélange farine-levure-sel. Beurrer et fariner le moule à muffins.Le remplir au 1/3 avec la préparation, former une petite cuvette, y déposer une noix de nutella bien au centre puis, recouvrir en répartissant le reste de la pâte. Mettre à cuire les muffins au four pendant 20 minutes environ. Les sortir et attendre 5 minutes avant de les démouler. Se déguste légèrement tièdes.;7
dessert;Flan coco;['3 oeuf  ', '125 g de noix de coco  ', '400 g de lait concentré sucré  ', '400 ml de lait écrémé  ', 'Caramel  ']; Séparer les jaunes des blancs d'oeufs. Verser le lait concentré sucré avec la même dose de lait écrémé.  Ajouter la noix de coco et mélanger le tout. Monter les blancs en neige. Les mélanger délicatement avec la pâte. Caraméliser le fond du moule. Faire cuire au four au bain-marie à thermostat 7-8 pendant 45 minutes.;5
dessert;Bugnes;['250 g de farine  ', '1 oeuf  ', '1.5 cuillère à soupe de sucre . ', '1/2 sachet de levure  ', '1/2 sachet de sucre vanillé  ', '1.5 cuillère à soupe de rhum  ', '8 cl de lait  ', '1 pincée de sel  ', '75 g de beurre fondu ', 'zeste de citron  '];" Mélanger dans le robot ménager la farine, la pincée de sel, la levure, le sucre et le sucre vanillé. Ajouter l'oeuf, le beurre fondu... et pour finir, le zeste de citron, le rhum et le 1/2 verre de lait. Travailler la pâte jusqu'à l'obtention d'une boule. La pâte doit être élastique : si elle est trop molle rajouter un peu de farine ; si elle est trop dure rajouter un peu de lait. Laisser reposer la pâte 1/2 heure. Abaisser la pâte sur une épaisseur de 5 mm. Détailler en bandes de 10 cm sur 4 cm et pratiquer une incision sur 5 cm au centre. Plonger les bugnes dans la friture, les retourner 1 fois et les égoutter sur du papier absorbant. Saupoudrer de sucre glace et servir chaud.";7
dessert;Tarte aux mirabelles;['1 pâte brisée  ', '750 g de mirabelle dénoyautées ', '50 g de beurre  ', '100 g de sucre en poudre  ', '1 oeuf  ']; Etaler la pâte brisée dans un moule huilé. Piquer le fond. Disposer les mirabelles. Faire fondre le beurre et le sucre à feu doux. Hors du feu, ajouter l'oeuf battu. Verser sur les mirabelles Faire cuire au four à thermostat 5/6 (170°C) pendant 35 à 45 mn.;3
dessert;Gâteau au citron;['250 g de sucre  ', '250 g de beurre  ', '350 g de farine  ', '4 oeuf  ', '1 citron  ', '1 cuillère à café de levure  ']; Bien mélanger le sucre et le beurre en pommade. Puis ajouter les oeufs entiers, le zeste et le jus. Mélanger et ajouter enfin la farine, la levure et un peu de lait. Verser dans un moule à cake, beurré et fariné. Au four, thermostat 6-7 pendant 1h, four à gaz (four électrique thermostat 5-6) Démouler le gâteau à la sortie du four. Laisser refroidir. Le glacer avec l'autre moitié du jus du citron mélangé avec du sucre glace. Ce doit être assez épais. Il faut chauffer très légèrement ce glaçage.;3
dessert;Gâteau aux pépites de chocolat Thermomix;['65 g de chocolat  ', '170 g de farine  ', '2 oeuf  ', '60 g de beurre  ', '75 g de sucre  ', '1/2 sachet de levure  ', '1 pincée de sel  ']; Préchauffer le four à 180°C. Mettre la farine, les œuf, le sucre et le beurs liquide dans le Thermomix 20 sec vitesse 5. Ajouter le sel et la levure 10 sec vitesse 3.  Ajouter les pépites et mélanger 10 sec vitesse 2. Mettre au four dans un moule beurrée 20 minutes.;5
dessert;Chausson aux pommes facile;"['1 pâte feuilletée  ', '1 pâte brisée  ', '4 pomme  ', ""1 jaune d'oeuf  ""]"; Eplucher et enlever les pépins des pommes. Faire dorer les pommes à la poêle. Etaler la pâte brisée sur 1 tôle et y mettre les pommes dorées (laisser 2 cm de bordure). Prendre la pâte feuilletée et la disposer sur les pommes puis souder les bords des 2 pâtes. A l'aide d'une fourchette, faire de petits trous sur la pâte feuilletée et badigeonner de jaune d'oeuf. Mettre au four préchauffé à thermostat 6/7 (200°C) pour 15 à 20 min.;5
dessert;Mousse à la bergamote;"['3 oeuf  ', '20 g de maïzena  ', '150 g de sucre  ', ""200 g d'eau  "", '1 bergamote (fruit du type du citron) ', '20 g de beurre  ']"; Râper le zeste de la bergamote avec une râpe à fromage ou râpe à muscade. Presser le jus de la bergamote. Séparer les jaunes des blancs d'oeufs. Dans une casserole, mettre les jaunes, le sucre, la maïzena, l'eau, tout le zeste de bergamote, et seulement 10 à 20 g de jus de la bergamote (pas plus !). Bien mélanger (au fouet). Faire épaissir le mélanger à feu doux en tournant avec une cuillère en bois jusqu'à ce que le mélange épaississe (ça nappe la cuillère). Ne pas faire bouillir. Retirer du feu et ajouter le beurre. Laisser refroidir. Battre les blancs en neige, puis les incorporer au mélange refroidi. Verser dans une grande coupe ou dans des verrines et garder au frais jusqu'à la dégustation !;6
dessert;Cake au citron;['200 g de farine  ', '200 g de sucre  ', '4 oeuf  ', '1/2 paquet de levure chimique  ', '100 g de beurre  ', '1 citron râpé (non traité) ', '20 morceau de sucre n°4 ', 'Citron  '];" Séparer les blancs de jaunes.  Battre les blancs d'oeufs en neige, puis les réserver. Au bain-marie, faire fondre le beurre. Râper le citron. Travailler les jaunes avec le sucre. Ajouter le citron râpé, la farine, la levure et le beurre fondu. Y incorporer délicatement les blancs en neige. Enfourner à 180°C (thermostat 6) pendant 30 à 40 min. Pendant ce temps, faire le sirop à feu doux avec les 20 morceaux de sucre et le jus des 2 citrons; imprégner le cake avec ce sirop. Servir froid avec de la crème anglaise, des fraises, framboises, etc. Et même nature !";9
dessert;"Gateau à la noix de coco ""spécial débutant""";['2 oeuf  ', '150 g de sucre  ', '150 g de beurre  ', '1 verre de lait (25 cl) ', '150 g de noix de coco  ', '120 g de farine  ', '1 paquet de levure chimique  '];" Mélanger dans un grand saladier tous les ingrédients (faire fondre le beurre), style ""gâteau au yaourt"". Incorporer les oeufs tels quels, sans les monter en neige. Bien mélanger. Mettre dans un moule à cake, beurré et fariné. Faire cuire 40 à 45 min à 210°C (thermostat 7), en surveillant bien la cuisson.  Si le dessus dore trop vite, mettre un morceau d'alu, pour éviter que ça brûle... Le goût n'en sera que meilleur, et le gâteau plus présentable! Idéal, pour une cuisine en famille... C'est super simple à faire, même pour les petits!";6
dessert;Gâteau de Savoie facile;['4 oeuf  ', '125 g de sucre  ', '125 g de farine  ', '1 sachet de levure chimique  ']; Cassez les oeuf en séparant les blancs des jaunes, mettre les blancs dans un saladier. Montez les blancs en neige (bien ferme) ajoutez-y le sucre. Ensuite mettez les jaunes dans les blancs en neige. Mélanger la farine avec la levure puis incorporez-la à la préparation. Beurrez et sucré votre moule (rond de préférence), puis verser la préparation. TOUT FAIRE AU BATTEUR.;6
dessert;Clafoutis aux pommes;['4 pomme golden ', '150 g de sucre  ', '1 sachet de sucre vanillée ', '150 g de farine fluide ', '1/2 sachet de levure  ', '1 l de lait  ', '6 oeuf  ', '3 cuillère à soupe de rhum négrita '];" Préparer les pommes, les peler et les couper en tranches très fines. Les disposer dans un moule beurré et fariné.  Ensuite, battre les oeufs et les mélanger à la farine et au reste des ingrédients.  Verser le mélange sur les pommes et mettre au four à 175°C (th 5-6) pendant 1 h; déguster frais.";4
dessert;Sorbet  fruit de la passion;['125 g de sucre semoule  ', '8 fruit de la passion  ']; La veille, préparer le sirop : dans une casserole, mettre le sucre et 12.5 cl d'eau. Porter à ébullition et laisser 30 secondes à gros bouillons. Laisser refroidir puis placer au frais. Le jour même, couper les fruits en deux en extraire la pulpe dans un chinois. Remuer avec une cuillère pour extraire le jus au maximum. Ajouter petit à petit 25 cl du sirop préparé la veille afin d'extraire encore la pulpe de fruits et continuer avec 25 cl d'eau. Placer dans la turbine préalablement refroidie et turbiner jusqu'à ce que le sorbet soit pris. Placer au congélateur jusqu'au moment de déguster.;3
dessert;Gâteau au yaourt chocolat vanille;"['1 pot de yaourt (le pot sert ensuite de mesure) ', '1.5 pot de yaourt de farine ', '1.5 pot de yaourt de maïzena ', '2 oeuf  ', '1 sachet de sucre vanillé  ', '1 sachet de levure chimique  ', ""1/2 pot de yaourt d'huile "", '200 g de chocolat noir pâtissier ', ""1 cuillère à café d'arôme de vanille liquide( facultatif) ""]"; Préchauffez votre four à 200°C, thermostat 6/7, et beurrez votre moule. Dans une terrine, mélangez les oeufs, les sucres, le yaourt, la farine, la maïzena et la levure.  A l'aide d'un batteur électrique, battez les ingrédients jusqu'à obtenir une pâte bien lisse. Faites fondre le chocolat au bain-marie pendant 5 min.  Ajoutez le chocolat à la pâte, puis mélangez.  Ajoutez l'huile et l'arôme de vanille liquide. Versez la pâte dans un moule et laissez cuire votre gâteau pendant 25 min.;7
dessert;Crumble aux fruits rouges;['150 g de farine  ', '125 g de beurre  ', '150 g de sucre en poudre  ', '800 g de fruits rouges (groseilles, fraises, framboises, seuls ou en mélange) ']; Verser la farine et le sucre dans une terrine, ajouter le beurre en petits morceaux et bien mélanger le tout jusqu'à ce que la pâte ressemble à de la chapelure. Préchauffer le four à 210°C (thermostat 7). Pendant ce temps, laver les fruits (égrapper les groseilles) et couper les plus gros en morceaux. Les disposer dans un plat allant au four et recouvrir avec la pâte en saupoudrant. Mettre au four 30 mn. Sortir du four et laisser refroidir. On peut alors parsemer d'un zeste de citron fraîchement râpé (facultatif).;5
dessert;Gâteau fondant aux poires;"['4 poire (selon la taille) ', '150 g de farine  ', '100 g de sucre en poudre  ', '2 oeuf  ', '10 cl de lait  ', ""3 cuillère à soupe d'huile  "", '2 cuillère à café de levure chimique  ', 'Sel  ', '80 g de beurre  ', '1 oeuf  ', '3 cuillère à soupe de sucre en poudre  ']"; Dans un saladier, mettez le sucre, deux oeufs et 1 pincée de sel. Fouettez le mélange jusqu'à ce que la préparation mousse et fasse un ruban. Incorporez la farine et la levure puis délayez la pâte avec le lait et l'huile. Faites chauffer votre four à thermostat 6 (180°C).  Versez la moitié de la pâte dans un moule de 24 cm de diamètre, préalablement beurré et fariné. Pelez et épépinez les poires, puis coupez-les en lamelles. Disposez ces lamelles sur la pâte au fur et à mesure, puis versez la seconde moitié de la pâte par-dessus. Enfournez et faites cuire 30 min. Préparez le mélange pour la finition. Faites fondre le beurre à feu doux. Dans un saladier, fouettez l'oeuf avec le sucre et, lorsque le mélange est parfaitement homogène, incorporez le beurre fondu. Au bout des 30 min de cuisson, sortez le gâteau du four et versez cette préparation à la surface. Replacez le gâteau dans le four pendant 20 min.;8
dessert;Petit framboisier;"['3 oeuf  ', '60 g de sucre  ', '60 g de farine  ', '1/2 sachet de levure chimique  ', '30 g de beurre fondu ', '250 g de framboise fraîches ', '100 g de coulis de framboise ', '1 cuillère à soupe de kirsch  ', '20 cl de crème entière fluide ', '1 cuillère à soupe de sucre glace  ', ""50 g d'amande effilées torréfiées ""]"; Préparation de la génoise : préchauffer votre four à 180°C (thermostat 6). Dans un saladier casser les oeufs et ajouter le sucre. Battre au fouet électrique jusqu'à ce que le mélange ait triplé de volume soit environ 5 min. Ajouter ensuite la farine, la levure puis le beuure fondu. Verser dans un moule de 20 cm de diamètre (un moule à soufflé par exemple) et cuire 25 min. Attention, ne pas ouvrir la porte du four pendant la cuisson. Si la pâte retombe un peu au milieu, ce n'est pas bien grave, on peut rattraper le coup ! La génoise doit avoir une jolie couleur dorée. Laisser refroidir à température ambiante. Préparation de la garniture : monter la crème en chantilly dans un saladier préalablement mis au congélateur. Quand elle commence à monter, incorporer le sucre glace. La crème est prête quand la surface fait de belle vagues qui tiennent. Couper la génoise en deux. Imbiber la génoise du dessous avec le kirsh puis la tartiner de coulis de framboise, rajouter les 2/3 des framboises fraîches puis couvrir de chantilly. Disposer le second rond de génoise sur la préparation. Remettre une couche de coulis puis le reste de la chantilly en en mettant également sur tout le pourtour du gâteau. Mettre délicatement des amandes sur le pourtour du gâteau, elles vont tenir collées à la chantilly. Terminer en disposant joliment le reste des framboises. Garder au frais avant de servir.;13
dessert;Crème dessert facile au chocolat;['1 l de lait entier  ', '200 g de chocolat noir  ', '100 g de sucre ou moins ', '50 g de beurre  ', '40 g de farine  ']; Mélanger farine et beurre fondu comme une béchamel, ajouter le lait bien mélanger. Ajouter le sucre après la cuisson du lait dans le roux blanc, puis mélanger à nouveau. Ajouter le chocolat cassé en petit morceaux, laisser chauffer 5 à 10 min, mélanger en faisant des 8 avec la cuillère en bois. Mettre dans des petits pots et réserver au frais. [NDSissi : au vu des commentaires, je pense que je n'ai pas assez précisé que la préparation devait bouillonner quelques minutes, une fois le chocolat ajouté, en tournant avec la cuillère en bois... C'est là que la crème prend sa consistance, qui ne sera  absolument pas liquide, mais qui n'est pas un flan non plus. La qualité gustative dépend de la qualité du chocolat utilisé bien sûr. Avec 1 litre de lait, on fait 8 petits pots comme sur la photo. On peut diviser les ingrédients par deux pour faire 4 petits pots , Ceci reste cependant un petit dessert familial qui se bonifie au frigo, meilleur encore 3 jours plus tard.;6
dessert;Rochers coco;"['125 g de noix de coco rapée  ', '100 g de sucre semoule  ', ""2 blanc d'oeuf  ""]"; Monter les blancs d'oeufs en neige et y mettre une pincée de sel. Ajouter délicatement le sucre et la noix de coco mélangés. Former de petites pyramides et les placer sur une feuille de papier sulfurisé en prenant soin de suffisament les espacer. Cuire au four 15 à 30 min à 180°C (thermostat 6) en surveillant régulièrement. Ne pas attendre que les rochers refroidissent pour les décoller.;5
dessert;'The' tarte au citron meringuée;"['250 g de farine  ', '125 g de beurre doux  ', '70 g de sucre semoule  ', ""2 jaune d'oeuf  "", ""5 cl d'eau  "", '1 pincée de sel  ', '4 citron de taille moyenne ', '150 g de sucre semoule  ', '3 oeuf  ', '1 cuillère à soupe de maïzena  ', ""2 blanc d'oeuf  "", '100 g de sucre glace  ', '1/2 cuillère à café de levure chimique  ']";" On commence par la pâte sablée : mettre le four à préchauffer à 180°C (thermostat 6).On sépare les blancs des jaunes d'oeufs. Fouetter les jaunes d'oeuf avec le sucre et 2 cuillères d'eau pour faire mousser. Mélanger au doigt la farine et le beurre coupé en petits cubes pour obtenir une consistance sableuse et afin que tout le beurre soit absorbé (il faut faire vite pour que le mélange ne ramollisse pas trop).  Verser au milieu de ce ""sable"" le mélange liquide. Incorporer rapidement au couteau les éléments sans leur donner de corps. Former une boule avec les paumes et l'écraser 1 ou 2 fois pour rendre la boule plus homogène.  Foncer un moule de 25 cm de diamètre avec la pâte sablée puis la recouvrir de papier sulfurisé et de haricots secs. Cuire à blanc 20 à 25 minutes (NB après baisser le four à 120°C/150°C environ pour la meringue).  On poursuit avec la crème au citron : laver les citrons et en râper deux afin de récupérer le zeste. Mettre les zestes très fins dans une casserole avec le jus des citrons, le sucre et la Maïzena. Remuer et commencer à faire chauffer à feux doux. Battre les oeufs dans un récipient séparé. Une fois les oeufs battus, incorporer tout en remuant le jus de citron, le sucre, la Maïzena et les zestes.  Mettre à feu vif et continuer à remuer à l'aide d'un fouet. Le mélange va commencer à s'épaissir. Veiller à toujours remuer lorsque les oeufs sont ajoutés car la crème de citron pourrait brûler. Ôter du feu et verser l'appareil sur le fond de tarte cuit.  Laisser refroidir. Terminons par la meringue : monter les blancs en neige avec une pincée de sel.  Quand ils commencent à être fermes, ajouter le sucre puis la levure. Fouetter jusqu'à ce que la neige soit ferme.  Recouvrir la crème au citron de meringue puis enfourner la tarte à 120°C/150°C jusqu’à ce que la meringue dore (environ 10 minutes). Déguster Une part ?";24
dessert;Gâteau aux araignées;"['125 g de chocolat en poudre sucré ', '250 g de sucre en poudre  ', '4 oeuf  ', '125 g de farine  ', '200 g de crème fraîche  ', '3/4 plaque de chocolat  ', 'Beurre + 1 cuillère à soupe de crème fraîche ', '200 g de sucre glace  ', ""1 blanc d'oeuf  "", 'Cookie  ', 'Chocolat (le 1/4 restant de la plaque) ', 'rouleau de réglisse  ']";" Préparation du gâteau : Au batteur, fouettez les oeufs et le sucre pendant 5 min. Ajoutez le banania, la farine, puis la crème en battant.  Versez le tout dans un moule à manqué beurré, et enfournez à 180°C (th 6). Surveillez la cuisson, l'intérieur du gâteau doit rester moelleux.  Pendant la cuisson, faites fondre le chocolat au bain-marie avec un peu d'eau. Ajoutez le beurre et la crème en fin de cuisson pour obtenir un mélange bien lisse et brillant. Démoulez le gâteau et le recouvrir du nappage en essayant de l'uniformiser; laissez sécher. Pendant ce temps, préparez les araignées : Découpez dans les rouleaux de réglisse 8 morceaux de 5 cm de long (=pattes).  Trempez le dessus du cookies dans le chocolat, posez-le sur une feuille de papier sulfurisé et posez les 8 pattes sur le pourtour du biscuit.  En séchant, le chocolat fixera les pattes de l'araignée; recommencez autant de fois que d'araignées souhaitées.  Astuce : vous pouvez faire des bébés araignées avec des mini cookies et des pattes plus courtes et plus fines. Quand le glaçage du chocolat est sec, préparez la toile d'araignée en mélangeant le sucre glace avec le blanc d'oeuf au batteur.  Puis, avec une seringue à patisserie, dessinez la toile. Vous pouvez aussi faire les yeux de l'araignée avec ce fondant. Lorsque la toile est sèche, posez les araignées sur et/ou autour du gâteau.";13
